equipment_id,machine_type,operating_hours,part_number,part_category,part_price_usd,failure_rate_est,expected_replacement_interval_hours,supplier,lead_time_days,downtime_impact_hours
EQ-0790,Paver,1841,PART-3011,Hydraulic,59.25,0.26669088937499497,2389,Volvo,31,170
EQ-0791,Excavator,2886,PART-7251,Filters,607.01,0.1778994846124405,3320,Dynapac,47,174
EQ-0792,AsphaltPlant,2922,PART-5939,Transmission,235.04,0.08913970763741953,3175,Volvo,36,172
EQ-0793,Bulldozer,2783,PART-5006,Transmission,123.61,0.3048673446313706,2541,LocalVendor2,24,182
EQ-0794,Roller,1825,PART-2625,Filters,93.08,0.17741481679222526,1331,Dynapac,11,167
EQ-0795,Bulldozer,1660,PART-1890,Wear,969.25,0.19735350681411287,1192,LocalVendor1,52,28
EQ-0796,Roller,1918,PART-7078,Transmission,72.63,0.13114535266912694,1980,LocalVendor1,20,92
EQ-0797,AsphaltPlant,1552,PART-8036,Electrical,116.6,0.09425713482693376,1796,CAT,52,21
EQ-0798,Roller,3765,PART-9923,Wear,178.23,0.16174692712730526,3849,Volvo,29,44
EQ-0799,Excavator,1996,PART-4961,Filters,340.46,0.260702460643833,2404,CAT,24,198
EQ-0800,Excavator,2505,PART-3504,Wear,286.11,0.12832381314700175,1803,Wirtgen,5,176
EQ-0801,Excavator,3342,PART-9806,Hydraulic,90.28,0.14812741280981032,3074,LocalVendor1,21,155
EQ-0802,Excavator,1516,PART-4806,Wear,152.63,0.25194299303857093,1276,Volvo,20,10
EQ-0803,Bulldozer,1160,PART-7100,Electrical,131.84,0.12897712079370316,1123,LocalVendor2,43,198
EQ-0804,AsphaltPlant,1555,PART-2719,Hydraulic,122.07,0.18571934178183847,1156,CAT,28,153
EQ-0805,Roller,2628,PART-7686,Engine,208.87,0.21141453547177882,3344,LocalVendor2,58,123
EQ-0806,Roller,2548,PART-2587,Filters,415.25,0.13622533357861116,2124,LocalVendor2,35,124
EQ-0807,Excavator,2781,PART-8000,Filters,123.56,0.17168863152399458,3485,LocalVendor2,5,39
EQ-0808,Excavator,2223,PART-1896,Wear,187.03,0.19627719443768213,2124,CAT,57,117
EQ-0809,Paver,566,PART-6558,Transmission,198.74,0.12193593645191111,730,Wirtgen,39,33
EQ-0810,AsphaltPlant,2191,PART-9469,Hydraulic,1174.67,0.20710356154929951,2262,CAT,8,11
EQ-0811,Bulldozer,3539,PART-5647,Engine,978.11,0.11171097415811927,4453,Dynapac,49,57
EQ-0812,Roller,3939,PART-3432,Hydraulic,533.04,0.10274386947276562,2769,LocalVendor1,8,169
EQ-0813,Paver,2430,PART-4904,Filters,132.99,0.04310712574256799,2791,CAT,51,27
EQ-0814,Paver,2553,PART-7837,Hydraulic,71.14,0.1147576359269259,3170,CAT,53,101
EQ-0815,Roller,3063,PART-2449,Engine,164.34,0.09291481086908453,2400,Wirtgen,27,140
EQ-0816,Bulldozer,3890,PART-5500,Transmission,143.1,0.12193882306215179,2947,Dynapac,27,80
EQ-0817,Paver,2333,PART-6454,Wear,261.52,0.19283948423401417,2227,CAT,55,180
EQ-0818,Paver,3044,PART-5117,Electrical,501.16,0.02920280226374279,3836,LocalVendor1,20,14
EQ-0819,AsphaltPlant,1787,PART-9869,Hydraulic,636.26,0.011773037378902423,1832,LocalVendor1,10,121
EQ-0820,Bulldozer,1247,PART-3028,Electrical,609.04,0.0975644548344102,1267,CAT,21,28
EQ-0821,Paver,1877,PART-7845,Filters,183.73,0.182286134551066,1472,LocalVendor2,43,179
EQ-0822,Bulldozer,4280,PART-4758,Wear,398.69,0.17022054629137803,2998,LocalVendor2,46,185
EQ-0823,Roller,3071,PART-6904,Wear,162.55,0.09644563669623518,3642,Dynapac,51,43
EQ-0824,Excavator,1306,PART-5624,Hydraulic,68.85,0.23185857625095233,982,LocalVendor1,17,199
EQ-0825,Paver,3135,PART-9848,Transmission,412.76,0.10391130454171613,3386,LocalVendor2,55,70
EQ-0826,AsphaltPlant,1356,PART-1165,Wear,52.96,0.18237177902889887,1693,LocalVendor1,18,10
EQ-0827,Roller,2763,PART-5591,Hydraulic,207.87,0.12460495707260795,2280,Dynapac,23,25
EQ-0828,Bulldozer,1488,PART-1589,Hydraulic,169.87,0.08918565543044407,1635,Dynapac,14,77
EQ-0829,Roller,1269,PART-5524,Electrical,404.64,0.1076453248319682,948,LocalVendor2,13,78
EQ-0830,Paver,4595,PART-3821,Wear,486.05,0.20138002693694906,4881,CAT,11,40
EQ-0831,Bulldozer,1996,PART-7509,Hydraulic,158.76,0.17527176015999288,1593,Volvo,2,135
EQ-0832,Excavator,3047,PART-8693,Electrical,550.8,0.217767186464358,3478,Wirtgen,33,174
EQ-0833,Roller,2377,PART-1071,Engine,154.41,0.1752690257775957,2093,Volvo,31,177
EQ-0834,Paver,1409,PART-4580,Electrical,227.35,0.037218137577804636,1378,Volvo,9,48
EQ-0835,AsphaltPlant,2095,PART-8962,Electrical,439.51,0.2980090384016155,2219,LocalVendor1,22,95
EQ-0836,Bulldozer,1415,PART-1268,Hydraulic,404.19,0.17626183098409282,1135,Dynapac,23,165
EQ-0837,Roller,6029,PART-3462,Filters,1361.47,0.18602700880717607,6903,LocalVendor1,19,64
EQ-0838,Roller,3287,PART-2015,Filters,126.53,0.12362136243524076,2897,LocalVendor2,3,97
EQ-0839,Excavator,2357,PART-8984,Transmission,375.7,0.22792248053104958,2586,Wirtgen,49,87
EQ-0840,Excavator,2975,PART-1406,Filters,332.24,0.07348247075799148,2365,LocalVendor2,45,87
EQ-0841,AsphaltPlant,3194,PART-8384,Electrical,789.88,0.1926880354364445,3554,CAT,10,81
EQ-0842,AsphaltPlant,3198,PART-7049,Transmission,101.01,0.01,2484,Wirtgen,4,30
EQ-0843,Paver,3138,PART-7169,Hydraulic,468.05,0.19740459649451284,2997,LocalVendor1,55,25
EQ-0844,Paver,3032,PART-8982,Wear,301.99,0.07443147118523992,2572,LocalVendor1,27,124
EQ-0845,AsphaltPlant,2445,PART-1985,Electrical,146.34,0.16938961642989878,2809,LocalVendor2,22,134
EQ-0846,AsphaltPlant,4438,PART-5485,Electrical,242.98,0.24501383267223223,3804,LocalVendor1,31,179
EQ-0847,Bulldozer,2515,PART-9901,Transmission,171.84,0.2075902162150307,3091,LocalVendor1,29,112
EQ-0848,Excavator,2388,PART-3618,Hydraulic,309.76,0.2357067169082293,2949,Volvo,37,162
EQ-0849,Paver,2525,PART-7289,Engine,709.47,0.2284593910553466,2065,CAT,27,31
EQ-0850,Excavator,2606,PART-7928,Electrical,302.71,0.11330020799630848,2784,Volvo,35,75
EQ-0851,Excavator,996,PART-6368,Engine,349.68,0.1918831121665498,749,LocalVendor1,9,152
EQ-0852,AsphaltPlant,1547,PART-5621,Engine,269.41,0.029255817284073296,1446,Dynapac,11,54
EQ-0853,Bulldozer,2223,PART-8566,Filters,65.76,0.10191445074390243,2507,Volvo,49,99
EQ-0854,Roller,970,PART-5670,Hydraulic,129.53,0.2474858421798836,1062,LocalVendor1,56,27
EQ-0855,Bulldozer,2355,PART-8658,Engine,253.18,0.12304742383016454,2531,LocalVendor1,44,145
EQ-0856,Bulldozer,2591,PART-2003,Hydraulic,161.42,0.01923986793304791,2252,CAT,51,85
EQ-0857,Excavator,1219,PART-8504,Filters,110.18,0.290958924213195,1129,LocalVendor2,55,136
EQ-0858,Bulldozer,1728,PART-3466,Hydraulic,260.43,0.18935751982188037,1316,Wirtgen,15,146
EQ-0859,Paver,4009,PART-2939,Electrical,166.94,0.20351347542140533,4535,Volvo,41,24
EQ-0860,Excavator,2989,PART-2635,Engine,139.57,0.08136713255546715,2995,Volvo,56,128
EQ-0861,Paver,2913,PART-9095,Hydraulic,237.08,0.1698839599370909,3277,Volvo,16,17
EQ-0862,Roller,3794,PART-7265,Wear,92.91,0.1680302479622436,3222,LocalVendor1,18,7
EQ-0863,Excavator,1562,PART-2895,Hydraulic,838.27,0.09249606003634273,1397,CAT,54,179
EQ-0864,Roller,1221,PART-7524,Engine,656.81,0.1381126220133789,1099,LocalVendor1,19,135
EQ-0865,Excavator,3570,PART-2073,Filters,418.91,0.04496726010518874,2554,LocalVendor1,33,133
EQ-0866,AsphaltPlant,2252,PART-6184,Filters,83.69,0.12573033269867986,2037,LocalVendor2,39,94
EQ-0867,Bulldozer,1542,PART-3402,Engine,498.67,0.21816923800818733,1822,Dynapac,24,156
EQ-0868,AsphaltPlant,5396,PART-5895,Electrical,545.01,0.09772062187055403,6682,CAT,47,39
EQ-0869,Roller,992,PART-8331,Electrical,488.0,0.28351084854985875,1002,Volvo,24,18
EQ-0870,Bulldozer,2538,PART-2956,Filters,86.3,0.049473594122546025,2470,Wirtgen,36,199
EQ-0871,Excavator,2134,PART-8023,Filters,359.77,0.1317877255143084,1533,Volvo,40,145
EQ-0872,Bulldozer,1968,PART-4907,Engine,589.32,0.10404990254701121,2415,LocalVendor1,16,179
EQ-0873,Paver,666,PART-1807,Electrical,308.37,0.13738734180389914,471,CAT,54,54
EQ-0874,Bulldozer,4412,PART-9378,Filters,361.88,0.24600323474986457,5589,CAT,25,82
EQ-0875,Paver,1108,PART-5827,Electrical,233.95,0.0810881152475132,1100,CAT,29,158
EQ-0876,Bulldozer,2057,PART-5524,Filters,275.68,0.11841106283493288,1861,Dynapac,17,7
EQ-0877,Paver,1899,PART-3284,Hydraulic,60.49,0.19581540269061976,2382,Volvo,17,183
EQ-0878,Roller,3028,PART-6313,Wear,355.63,0.15652111459423568,2163,Dynapac,41,44
EQ-0879,AsphaltPlant,997,PART-1757,Transmission,75.49,0.1622622464516302,1045,LocalVendor2,40,168
EQ-0880,Excavator,2868,PART-5887,Hydraulic,221.29,0.08243065622803096,2952,Wirtgen,7,55
EQ-0881,Bulldozer,2544,PART-4854,Transmission,153.87,0.1449891569878252,2115,LocalVendor2,3,5
EQ-0882,AsphaltPlant,1688,PART-4558,Filters,286.52,0.22921049160776666,1615,LocalVendor1,55,108
EQ-0883,Excavator,2824,PART-1961,Wear,92.96,0.03733353118433143,3081,Dynapac,14,165
EQ-0884,Excavator,2354,PART-4847,Wear,402.95,0.10118835945106808,2674,Dynapac,45,139
EQ-0885,Paver,4875,PART-7726,Filters,525.44,0.02291208593322644,3414,LocalVendor2,48,121
EQ-0886,Roller,2133,PART-4575,Filters,103.51,0.18758829878606187,2692,LocalVendor1,10,120
EQ-0887,Roller,1445,PART-3418,Electrical,83.05,0.23578293817201285,1154,CAT,35,56
EQ-0888,AsphaltPlant,2881,PART-5198,Filters,97.18,0.137161300889557,2420,LocalVendor1,18,124
EQ-0889,Roller,2011,PART-2001,Engine,678.98,0.07961359898392918,1725,Volvo,28,143
EQ-0890,Bulldozer,2332,PART-6244,Filters,275.35,0.08166274839818251,1685,LocalVendor2,30,159
EQ-0891,Roller,1226,PART-8119,Engine,238.92,0.129205995448908,948,LocalVendor1,38,146
EQ-0892,AsphaltPlant,3049,PART-5066,Filters,83.85,0.12893895682259324,3938,CAT,44,90
EQ-0893,Roller,1861,PART-3845,Electrical,364.57,0.21382822449593591,1654,LocalVendor1,23,50
EQ-0894,Bulldozer,2632,PART-9849,Engine,657.49,0.10317867758898908,2024,Dynapac,52,80
EQ-0895,Paver,5415,PART-6316,Hydraulic,578.4,0.18045548367301018,4138,Wirtgen,25,14
EQ-0896,AsphaltPlant,2076,PART-1422,Engine,345.09,0.1286170979526492,2349,Dynapac,8,156
EQ-0897,Paver,3232,PART-7715,Electrical,73.48,0.09786701313321138,3919,Wirtgen,35,65
EQ-0898,Paver,2143,PART-5266,Transmission,85.77,0.12687367556613158,1830,LocalVendor1,49,22
EQ-0899,Paver,1699,PART-8549,Engine,65.17,0.1735576867309686,1210,Volvo,13,90
EQ-0900,Excavator,4071,PART-7316,Filters,139.31,0.21404533729171915,3394,LocalVendor1,24,141
EQ-0901,Excavator,842,PART-3710,Filters,93.74,0.13236187689890572,617,CAT,16,149
EQ-0902,Paver,3599,PART-9644,Transmission,140.35,0.0657243308441561,2742,LocalVendor1,34,132
EQ-0903,AsphaltPlant,786,PART-9069,Electrical,195.87,0.21998003622858084,753,Wirtgen,58,108
EQ-0904,Bulldozer,3436,PART-2657,Wear,909.32,0.08712814317935197,2879,Dynapac,14,190
EQ-0905,Bulldozer,2348,PART-3541,Filters,332.77,0.16825762173742728,2370,Volvo,24,145
EQ-0906,Roller,1447,PART-7763,Hydraulic,590.5,0.1482617132607372,1232,LocalVendor1,39,182
EQ-0907,AsphaltPlant,1920,PART-4075,Electrical,421.73,0.13890009353576466,2427,LocalVendor1,33,105
EQ-0908,Excavator,3155,PART-4164,Engine,85.81,0.11591165898683953,3923,Dynapac,46,10
EQ-0909,Paver,5185,PART-3053,Engine,449.45,0.19341041462908248,5392,Volvo,51,89
EQ-0910,Roller,1018,PART-9479,Hydraulic,146.52,0.01,929,LocalVendor2,36,55
EQ-0911,Bulldozer,1490,PART-6737,Filters,355.75,0.22955293558569262,1383,LocalVendor1,2,40
EQ-0912,Excavator,1171,PART-4217,Electrical,175.09,0.08612445579241752,1109,LocalVendor1,48,75
EQ-0913,Excavator,2134,PART-2447,Hydraulic,1868.86,0.17855698368254536,2425,LocalVendor2,59,104
EQ-0914,Paver,3477,PART-7009,Filters,141.77,0.17485179325544503,3376,Wirtgen,46,29
EQ-0915,Bulldozer,1090,PART-1607,Electrical,148.19,0.2392484167414573,1323,Wirtgen,6,143
EQ-0916,AsphaltPlant,2320,PART-5552,Engine,850.67,0.16384243948766483,2938,CAT,58,48
EQ-0917,Excavator,3428,PART-2764,Electrical,57.49,0.09196235735561682,3090,Dynapac,14,18
EQ-0918,Paver,1907,PART-3671,Transmission,407.9,0.037667150846232164,1976,Volvo,55,33
EQ-0919,AsphaltPlant,499,PART-7519,Wear,437.65,0.12558377915889177,377,LocalVendor1,6,78
EQ-0920,Bulldozer,2554,PART-4962,Electrical,593.06,0.012927719978189117,2094,LocalVendor1,33,54
EQ-0921,Excavator,3938,PART-4177,Wear,1150.01,0.1060060005582471,3733,CAT,52,9
EQ-0922,AsphaltPlant,1357,PART-4722,Electrical,1163.98,0.12951585657688564,1117,LocalVendor1,22,114
EQ-0923,AsphaltPlant,891,PART-5906,Wear,70.25,0.10170588153797526,1092,Dynapac,25,126
EQ-0924,AsphaltPlant,2695,PART-8263,Transmission,567.52,0.15292415601554385,2142,CAT,19,92
EQ-0925,Excavator,2729,PART-6054,Engine,361.8,0.13347271923565546,2656,Dynapac,22,61
EQ-0926,Excavator,1845,PART-1808,Filters,362.68,0.12706194210698527,1962,CAT,55,30
EQ-0927,Roller,1676,PART-1725,Wear,91.21,0.01,1868,LocalVendor1,11,10
EQ-0928,Bulldozer,2370,PART-8701,Transmission,365.11,0.05937063735201155,2203,CAT,25,148
EQ-0929,Paver,1344,PART-2216,Wear,1263.37,0.19498597122984132,1641,Wirtgen,41,64
EQ-0930,AsphaltPlant,1346,PART-5051,Engine,778.51,0.2062979391063211,1401,Volvo,48,104
EQ-0931,Roller,3146,PART-3197,Wear,223.48,0.021285629741470302,3031,LocalVendor1,22,16
EQ-0932,Paver,1299,PART-3806,Transmission,62.23,0.09296972731361078,961,LocalVendor2,26,79
EQ-0933,Roller,921,PART-9970,Transmission,184.96,0.2250375757319389,901,Volvo,53,7
EQ-0934,Excavator,1675,PART-1972,Hydraulic,575.28,0.09973728306163956,1997,LocalVendor1,58,67
EQ-0935,AsphaltPlant,1866,PART-6634,Engine,412.69,0.14219564490124215,1994,Volvo,24,196
EQ-0936,Paver,2868,PART-8483,Hydraulic,234.49,0.25092637303111354,3439,Wirtgen,23,194
EQ-0937,Paver,1745,PART-3123,Engine,67.0,0.12468958819896243,1738,Volvo,5,138
EQ-0938,Paver,4231,PART-9790,Wear,217.01,0.11466964128690188,3262,CAT,35,23
EQ-0939,Paver,2426,PART-1224,Transmission,239.91,0.13900743165851592,1718,Volvo,57,22
EQ-0940,Paver,1564,PART-2814,Hydraulic,841.65,0.279738755852988,1379,LocalVendor1,7,84
EQ-0941,Roller,2815,PART-2106,Wear,357.4,0.1812341285402636,3149,LocalVendor2,29,175
EQ-0942,AsphaltPlant,4198,PART-1124,Transmission,162.04,0.15133571394458376,4929,LocalVendor2,32,77
EQ-0943,Excavator,3108,PART-4246,Engine,273.53,0.11329480310228915,2727,Dynapac,36,135
EQ-0944,Excavator,1057,PART-3931,Transmission,70.5,0.1877171849726786,1054,Volvo,40,130
EQ-0945,Excavator,1942,PART-3971,Wear,1128.82,0.1961789838951559,1850,LocalVendor2,43,76
EQ-0946,Excavator,2614,PART-3017,Hydraulic,183.91,0.0748775043367171,2473,Volvo,24,42
EQ-0947,Roller,3051,PART-8415,Hydraulic,244.95,0.19806397343623117,2559,LocalVendor2,7,72
EQ-0948,Bulldozer,2140,PART-3415,Transmission,181.68,0.13941933993635985,1673,Volvo,17,176
EQ-0949,AsphaltPlant,2003,PART-4096,Wear,394.19,0.15173590442400245,1638,LocalVendor1,3,84
EQ-0950,Paver,4859,PART-2609,Electrical,375.62,0.08809976979081771,3562,Volvo,25,195
EQ-0951,Bulldozer,3129,PART-1717,Engine,426.92,0.1220012580519763,2562,LocalVendor1,18,46
EQ-0952,Excavator,2818,PART-4561,Engine,143.65,0.07789004143440197,1988,LocalVendor1,46,68
EQ-0953,Bulldozer,1780,PART-7782,Wear,163.79,0.07452472809185894,1915,Dynapac,2,186
EQ-0954,AsphaltPlant,1335,PART-2048,Electrical,90.15,0.17639631542987458,1187,LocalVendor2,7,82
EQ-0955,Paver,2840,PART-9307,Hydraulic,369.71,0.1251418404189824,3646,CAT,6,131
EQ-0956,Paver,3279,PART-8905,Filters,62.18,0.05902536310963087,2676,LocalVendor1,58,109
EQ-0957,AsphaltPlant,2327,PART-6578,Filters,323.15,0.3023936853241863,2111,LocalVendor2,46,80
EQ-0958,AsphaltPlant,3132,PART-2620,Wear,661.37,0.07127414724788443,2864,Wirtgen,56,169
EQ-0959,Excavator,3168,PART-7548,Electrical,714.46,0.22644720727135337,2233,Volvo,51,136
EQ-0960,Paver,3375,PART-8381,Electrical,228.83,0.046647545086473854,4061,Wirtgen,30,134
EQ-0961,Bulldozer,1047,PART-5780,Engine,234.47,0.18195516346174567,752,Volvo,13,126
EQ-0962,Roller,1968,PART-4792,Hydraulic,74.03,0.1324607741966916,2487,Dynapac,40,48
EQ-0963,Roller,2916,PART-3941,Transmission,383.3,0.10596602880491165,3601,LocalVendor1,48,199
EQ-0964,AsphaltPlant,2387,PART-6695,Electrical,566.55,0.16377196266359942,2437,CAT,4,106
EQ-0965,Excavator,3172,PART-7401,Transmission,134.17,0.15435818994305325,3254,LocalVendor1,49,66
EQ-0966,Roller,2818,PART-7197,Filters,214.09,0.09312743714225682,3078,Volvo,2,5
EQ-0967,Paver,694,PART-6450,Transmission,597.61,0.08995827834490998,646,CAT,28,21
EQ-0968,AsphaltPlant,3730,PART-9975,Hydraulic,678.97,0.03982600516039192,4059,LocalVendor1,49,20
EQ-0969,Bulldozer,1853,PART-9432,Hydraulic,133.59,0.17138950690499358,1346,CAT,25,13
EQ-0970,AsphaltPlant,1519,PART-6874,Transmission,289.93,0.062233662102999396,1112,Volvo,45,185
EQ-0971,Bulldozer,3675,PART-2553,Wear,114.14,0.15027824695620276,3580,Dynapac,20,63
EQ-0972,AsphaltPlant,3065,PART-2012,Electrical,82.24,0.19147345888845013,3156,Dynapac,9,123
EQ-0973,AsphaltPlant,3902,PART-9378,Wear,776.14,0.1645638522276838,4809,LocalVendor1,56,141
EQ-0974,AsphaltPlant,2627,PART-2881,Transmission,565.29,0.09938080913879191,2003,Wirtgen,45,144
EQ-0975,Bulldozer,1956,PART-7799,Electrical,478.18,0.21361686879449782,2334,Volvo,48,123
EQ-0976,Bulldozer,2491,PART-5586,Engine,65.0,0.12144199653291228,2057,LocalVendor1,3,45
EQ-0977,AsphaltPlant,1388,PART-9622,Wear,606.85,0.0566087468696506,1299,LocalVendor1,31,147
EQ-0978,Roller,1156,PART-9430,Wear,222.9,0.13013907468827055,1028,Dynapac,31,70
EQ-0979,Excavator,1717,PART-7447,Transmission,175.75,0.19107581645893082,1614,CAT,50,79
EQ-0980,Excavator,4412,PART-3345,Filters,287.21,0.1027909979912911,3486,Volvo,40,15
EQ-0981,Excavator,1801,PART-1075,Transmission,78.74,0.2114727690479213,1804,CAT,46,12
EQ-0982,Bulldozer,932,PART-6877,Wear,473.97,0.09607717543476443,1100,LocalVendor2,33,187
EQ-0983,Bulldozer,2168,PART-7785,Electrical,311.99,0.10560507644201308,2091,LocalVendor2,2,138
EQ-0984,Roller,1789,PART-5922,Filters,111.96,0.0767744688902723,1778,Volvo,39,185
EQ-0985,Excavator,3760,PART-9090,Transmission,112.56,0.19785966758356205,4546,Wirtgen,14,152
EQ-0986,Excavator,4273,PART-3330,Transmission,111.09,0.1462730200937558,4801,LocalVendor2,12,171
EQ-0987,AsphaltPlant,1914,PART-5686,Wear,67.61,0.08141666365792179,1903,Dynapac,11,103
EQ-0988,Bulldozer,2625,PART-2902,Wear,315.87,0.12226527604032275,2243,Wirtgen,49,76
EQ-0989,Excavator,2724,PART-5670,Engine,600.43,0.01,3353,LocalVendor1,27,117
EQ-0990,Roller,2281,PART-8143,Transmission,55.3,0.20445806544266504,2386,LocalVendor2,57,111
EQ-0991,Roller,2093,PART-3059,Wear,65.07,0.13804773523511848,1742,Dynapac,56,38
EQ-0992,Excavator,1470,PART-1140,Hydraulic,305.13,0.01,1266,LocalVendor1,21,61
EQ-0993,Bulldozer,853,PART-2789,Filters,563.6,0.048032299107314255,1008,Wirtgen,18,121
EQ-0994,Roller,1466,PART-1016,Hydraulic,168.69,0.12048841562096776,1065,Volvo,18,124
EQ-0995,AsphaltPlant,2244,PART-1464,Filters,179.06,0.058008046862661394,2906,LocalVendor1,5,151
EQ-0996,Roller,1091,PART-5471,Transmission,322.16,0.20553445265802409,849,CAT,6,75
EQ-0997,Paver,2564,PART-2827,Engine,146.15,0.17930010201938082,3019,Volvo,24,163
EQ-0998,Paver,2409,PART-9711,Wear,58.09,0.17516751604625083,2256,Volvo,47,44
EQ-0999,Bulldozer,1791,PART-6956,Wear,448.67,0.01,1782,Wirtgen,53,146
EQ-1000,Excavator,2052,PART-1089,Wear,344.77,0.11321791100551741,2520,Wirtgen,11,107
